update, shannon_diversity, max_fitness, avg_fitness
0, 4.57196, 212.155, 205.398
10, 5.14282, 222.791, 220.306
20, 4.64845, 232.875, 229.956
30, 5.03902, 240.424, 235.861
40, 4.91708, 245.368, 242.024
50, 4.93618, 252.293, 247.542
60, 4.53596, 255.242, 251.669
70, 5.0195, 259.25, 255.735
80, 5.04453, 262.731, 258.781
90, 4.83729, 264.932, 261.384
100, 5.0174, 267.833, 265.079
110, 4.5876, 269.407, 265.677
120, 5.02147, 271.62, 267.533
130, 5.17153, 272.654, 269.248
140, 5.20779, 274.424, 270.127
150, 5.09478, 275.247, 272.084
160, 4.69185, 276.871, 273.414
170, 4.57191, 276.423, 273.543
180, 4.50259, 276.494, 273.212
190, 4.89659, 276.72, 274.244
200, 5.10245, 277.891, 275.013
210, 4.75446, 278.931, 275.35
220, 5.27111, 278.558, 274.848
230, 5.07892, 279.241, 276.767
240, 4.95127, 280.016, 276.218
250, 3.97547, 280.051, 277.022
260, 5.00321, 280.425, 277.297
270, 4.73396, 281.289, 278.245
280, 5.01004, 281.75, 278.524
290, 4.86747, 281.489, 278.909
300, 4.78352, 281.423, 278.193
310, 4.98469, 282.207, 278.79
320, 4.7775, 281.88, 278.271
330, 4.66217, 281.885, 279.487
340, 4.76559, 281.803, 278.811
350, 4.88617, 282.111, 279.425
360, 4.76456, 282.474, 279.169
370, 4.74115, 281.889, 279.368
380, 4.88509, 281.721, 278.342
390, 5.09697, 281.756, 277.928
400, 4.65631, 282.012, 278.884
410, 4.66751, 281.789, 278.506
420, 5.07149, 280.86, 277.064
430, 4.61996, 280.846, 276.218
440, 4.87618, 282.253, 279.133
450, 4.54424, 282.89, 279.188
460, 4.58201, 282.639, 277.715
470, 5.23436, 282.314, 277.832
480, 4.78131, 282.806, 279.374
490, 4.9528, 283.12, 279.435
500, 4.89108, 284.846, 280.724
510, 5.04156, 285.062, 281.307
520, 4.8675, 284.467, 281.025
530, 4.96479, 285.329, 280.684
540, 4.8979, 285.23, 281.376
550, 4.50442, 284.821, 281.565
560, 5.05072, 285.005, 281.556
570, 5.09808, 284.235, 280.552
580, 4.59025, 284.008, 280.002
590, 4.98147, 284.411, 282.28
600, 4.64535, 285.34, 282.502
610, 4.89769, 285.662, 282.125
620, 4.54456, 286.239, 284.129
630, 4.91376, 286.682, 283.213
640, 5.01957, 286.815, 281.683
650, 4.5287, 286.034, 282.913
660, 4.6387, 286.375, 283.938
670, 4.96025, 286.39, 282.746
680, 4.80092, 286.225, 281.958
690, 4.94417, 286.637, 282.231
700, 4.74732, 286.509, 283.095
710, 5.11512, 286.462, 283.501
720, 4.68083, 286.789, 283.184
730, 4.7489, 286.77, 282.755
740, 4.51019, 287.224, 283.491
750, 4.98657, 286.457, 282.111
760, 4.88773, 285.857, 283.06
770, 4.37992, 286.085, 283.092
780, 4.72884, 285.971, 282.955
790, 4.76776, 286.484, 282.599
800, 4.82589, 286.39, 282.562
810, 5.08518, 285.8, 282.071
820, 4.99641, 286.178, 282.901
830, 5.14151, 285.233, 282.616
840, 5.0443, 285.559, 281.596
850, 5.00379, 285.762, 282.247
860, 5.08319, 285.196, 280.731
870, 4.39881, 284.811, 280.554
880, 4.86154, 285.995, 282.9
890, 4.4219, 285.923, 282.926
900, 4.84919, 286.13, 282.223
910, 4.97831, 285.629, 282.618
920, 3.33357, 285.321, 281.995
930, 4.95691, 285.356, 282.473
940, 4.59973, 285.582, 282.27
950, 4.58759, 286.688, 281.391
960, 4.48106, 287.993, 283.81
970, 4.56285, 287.158, 283.535
980, 4.83027, 286.731, 283.279
990, 4.49357, 286.988, 282.6
1000, 4.79771, 285.706, 282.752
1010, 3.75499, 285.114, 282.565
1020, 4.80057, 285.664, 281.487
1030, 4.89751, 285.213, 280.916
1040, 4.99072, 285.126, 281.856
1050, 4.63218, 285.603, 282.151
1060, 4.79057, 284.39, 282.152
1070, 5.07386, 284.512, 279.804
1080, 5.03649, 284.63, 281.443
1090, 5.09499, 284.432, 280.258
1100, 4.64985, 284.533, 281.632
1110, 4.91122, 285.816, 281.668
1120, 5.07107, 286.009, 282.081
1130, 4.56679, 285.426, 282.329
1140, 4.93379, 286.357, 282.57
1150, 4.82742, 286.884, 282.724
1160, 4.40939, 287.072, 284.41
1170, 4.8219, 287.132, 284.045
1180, 5.19866, 287.115, 283.185
1190, 4.88788, 286.755, 283.314
1200, 5.05782, 286.245, 284.06
1210, 4.68079, 286.78, 282.595
1220, 5.08866, 286.78, 282.512
1230, 4.96163, 286.639, 283.937
1240, 4.72557, 286.812, 283.653
1250, 4.63544, 287.306, 283.723
1260, 4.85295, 288.042, 284.878
1270, 4.62921, 288.104, 285.223
1280, 4.42759, 287.665, 285.887
1290, 4.64518, 288.548, 284.483
1300, 4.96463, 288.842, 283.068
1310, 4.40782, 288.847, 286.775
1320, 4.76307, 288.382, 285.597
1330, 4.51004, 288.284, 285.437
1340, 4.87101, 287.781, 284.415
1350, 4.81457, 287.429, 284.326
1360, 4.69932, 286.897, 283.434
1370, 5.10647, 286.458, 283.872
1380, 4.77534, 286.266, 283.259
1390, 5.09376, 286.324, 282.537
1400, 4.96618, 286.374, 283.771
1410, 5.16902, 286.553, 282.715
1420, 4.8151, 287.08, 282.492
1430, 4.58905, 286.463, 283.209
