update, shannon_diversity, max_fitness, avg_fitness, non_inf
0, 5.3191, 207.514, 199.836, 0.963003
10, 5.50197, 215.704, 214.677, 0.995239
20, 5.27645, 223.818, 222.115, 0.99239
30, 5.35038, 229.658, 228.658, 0.995648
40, 5.29871, 234.596, 233.783, 0.996533
50, 5.21337, 238.559, 237.807, 0.996849
60, 5.44339, 242.624, 241.952, 0.997228
70, 5.17264, 245.191, 244.556, 0.997413
80, 5.14576, 247.942, 247.249, 0.997206
90, 5.2614, 249.563, 249.022, 0.997832
100, 4.93677, 251.995, 251.314, 0.997295
110, 5.23494, 253.503, 252.816, 0.997291
120, 4.62455, 254.287, 253.862, 0.998327
130, 4.06089, 255.633, 254.972, 0.997413
140, 5.29121, 256.102, 255.588, 0.997993
150, 4.95544, 256.708, 256.205, 0.998039
160, 4.281, 257.24, 256.755, 0.998114
170, 4.75368, 257.588, 257.077, 0.998015
180, 4.41435, 257.834, 257.416, 0.998378
190, 5.47673, 257.998, 257.476, 0.997975
200, 4.43437, 258.066, 257.574, 0.998094
210, 4.54599, 258.27, 257.881, 0.998493
220, 2.87651, 258.392, 258.124, 0.99896
230, 4.40342, 258.516, 258.176, 0.998686
240, 4.3369, 258.557, 258.131, 0.998355
250, 4.22009, 258.684, 258.255, 0.998342
260, 4.51816, 258.729, 258.389, 0.998685
270, 4.46627, 258.74, 258.258, 0.998138
280, 4.31942, 258.759, 258.424, 0.998705
290, 4.24333, 258.754, 258.364, 0.998495
300, 2.96696, 258.754, 258.347, 0.998428
310, 4.34599, 258.773, 258.416, 0.99862
320, 4.82106, 258.773, 258.405, 0.998577
330, 4.32412, 258.793, 258.373, 0.998378
340, 4.3536, 258.793, 258.371, 0.998369
350, 4.48732, 258.793, 258.317, 0.998159
360, 5.08259, 258.793, 258.366, 0.998351
370, 3.51588, 258.793, 258.467, 0.998739
380, 3.96854, 258.793, 258.351, 0.99829
390, 3.24478, 258.793, 258.502, 0.998873
400, 3.80224, 258.793, 258.416, 0.998542
410, 3.79709, 258.793, 258.391, 0.998444
420, 4.05503, 258.793, 258.381, 0.998408
430, 4.60999, 258.793, 258.364, 0.99834
440, 3.68584, 258.793, 258.391, 0.998448
450, 4.29779, 258.793, 258.416, 0.998542
460, 4.16308, 258.793, 258.349, 0.998283
470, 4.17471, 258.793, 258.365, 0.998346
480, 3.99476, 258.793, 258.384, 0.998417
490, 3.93212, 258.793, 258.464, 0.998727
500, 3.17817, 258.793, 258.461, 0.998717
510, 5.00514, 258.793, 258.367, 0.998353
520, 5.0688, 258.793, 258.323, 0.998183
530, 3.82137, 258.793, 258.471, 0.998753
540, 3.85047, 258.793, 258.462, 0.998718
550, 4.10546, 258.793, 258.413, 0.998529
560, 4.08739, 258.793, 258.379, 0.998401
570, 3.73127, 258.793, 258.338, 0.99824
580, 4.91099, 258.793, 258.388, 0.998434
590, 4.30477, 258.793, 258.393, 0.998455
600, 3.55564, 258.793, 258.388, 0.998433
610, 4.77826, 258.793, 258.256, 0.997924
620, 4.05687, 258.793, 258.36, 0.998327
630, 3.16327, 258.793, 258.55, 0.999059
640, 3.15062, 258.793, 258.485, 0.99881
650, 4.68576, 258.793, 258.341, 0.998253
660, 3.8434, 258.793, 258.409, 0.998517
670, 3.44858, 258.793, 258.377, 0.998392
680, 3.39155, 258.793, 258.467, 0.99874
690, 4.63602, 258.793, 258.388, 0.998434
700, 3.81117, 258.793, 258.39, 0.998441
710, 3.30528, 258.793, 258.464, 0.998727
720, 3.83223, 258.793, 258.443, 0.998646
730, 3.76891, 258.793, 258.357, 0.998316
740, 3.57659, 258.793, 258.428, 0.998589
750, 3.72114, 258.793, 258.402, 0.998487
760, 4.10586, 258.793, 258.372, 0.998371
770, 3.19595, 258.793, 258.423, 0.998568
780, 3.57351, 258.793, 258.419, 0.998555
790, 3.2415, 258.793, 258.474, 0.998768
800, 3.81026, 258.793, 258.44, 0.998636
810, 3.7901, 258.793, 258.328, 0.998204
820, 3.08161, 258.793, 258.481, 0.998794
830, 3.60241, 258.793, 258.396, 0.998464
840, 3.52412, 258.793, 258.423, 0.99857
850, 4.0021, 258.793, 258.425, 0.998577
860, 4.28991, 258.793, 258.419, 0.998552
870, 4.60269, 258.793, 258.379, 0.998399
880, 4.52096, 258.793, 258.352, 0.998294
890, 3.29856, 258.793, 258.403, 0.998491
900, 3.88849, 258.793, 258.44, 0.998636
910, 3.15848, 258.793, 258.524, 0.99896
920, 4.70171, 258.793, 258.372, 0.998374
930, 3.77382, 258.793, 258.392, 0.998449
940, 3.19024, 258.793, 258.414, 0.998533
950, 3.86125, 258.793, 258.414, 0.998534
960, 3.85491, 258.793, 258.472, 0.998759
970, 3.23666, 258.793, 258.429, 0.998592
980, 3.57464, 258.793, 258.412, 0.998529
990, 3.61147, 258.793, 258.38, 0.998404
