update, shannon_diversity, max_fitness, avg_fitness
0, 4.78447, 204.447, 199.272
10, 5.15852, 212.341, 209.782
20, 5.24344, 218.58, 215.438
30, 5.0196, 224.887, 222.137
40, 5.1828, 230.239, 227.962
50, 5.0328, 234.363, 232.625
60, 4.86855, 237.631, 236.401
70, 4.86226, 241.318, 239.57
80, 4.86602, 243.843, 242.64
90, 4.91941, 245.705, 244.089
100, 4.98208, 247.311, 245.976
110, 4.84679, 248.776, 247.253
120, 5.2136, 251.04, 249.426
130, 5.13272, 252.079, 250.894
140, 4.7193, 253.244, 251.758
150, 4.76344, 254.326, 252.913
160, 5.04202, 255.256, 253.87
170, 4.90072, 255.885, 254.667
180, 5.01705, 256.869, 255.515
190, 5.04858, 257.055, 255.794
200, 5.09495, 257.084, 255.12
210, 4.28807, 257.363, 256.53
220, 4.42647, 257.582, 256.365
230, 4.80043, 258.143, 256.883
240, 5.38721, 258.361, 256.962
250, 5.14379, 258.383, 257.568
260, 4.94502, 258.412, 256.975
270, 5.10373, 258.202, 256.866
280, 5.10781, 258.549, 257.228
290, 5.14372, 258.704, 257.414
300, 5.26015, 259.051, 257.552
310, 4.8287, 259.152, 257.641
320, 4.73672, 259.255, 257.474
330, 4.70009, 259.406, 258.175
340, 4.58043, 259.43, 258.438
350, 4.41536, 259.27, 258.122
360, 4.92151, 259.657, 258.444
370, 4.98166, 259.924, 258.315
380, 4.8035, 260.16, 258.854
390, 5.07279, 260.219, 258.117
400, 4.91334, 260.044, 258.71
410, 4.73383, 260.106, 258.736
420, 5.23716, 260.066, 258.713
430, 5.22928, 260.175, 258.731
440, 4.7535, 260.163, 258.873
450, 5.03954, 260.249, 258.907
460, 4.69377, 260.406, 259.217
470, 4.57464, 260.242, 259.137
480, 4.94166, 260.539, 258.764
490, 5.46783, 260.405, 258.855
500, 5.02974, 260.51, 259.44
510, 4.44516, 260.356, 258.857
520, 5.17703, 260.42, 259.32
530, 4.32052, 260.315, 259.132
540, 4.79817, 260.301, 259.14
550, 5.02598, 260.264, 259.334
560, 4.95286, 260.379, 259.029
570, 4.45771, 260.405, 259.323
580, 4.604, 260.303, 259.378
590, 4.93137, 260.657, 259.514
600, 4.446, 260.719, 259.64
610, 4.26643, 260.747, 259.794
620, 4.84087, 260.733, 259.986
630, 5.04353, 260.709, 259.469
640, 4.28456, 260.67, 259.81
650, 4.74871, 260.681, 259.355
660, 4.65606, 260.525, 259.687
670, 5.05934, 260.623, 259.303
680, 4.73985, 260.683, 259.586
690, 4.86561, 260.446, 259.607
700, 4.91989, 260.333, 259.565
710, 4.76752, 260.556, 259.557
720, 4.65324, 260.452, 259.064
730, 4.97092, 260.454, 259.343
740, 4.6325, 260.492, 259.22
750, 5.20012, 260.452, 259.111
760, 4.99963, 260.425, 259.689
770, 4.94437, 260.578, 259.222
780, 4.76094, 260.523, 259.589
790, 4.80686, 260.605, 259.686
800, 4.87795, 260.582, 259.557
810, 5.02702, 260.436, 259.681
820, 4.84472, 260.275, 259.607
830, 4.6914, 260.509, 259.406
840, 4.6802, 260.553, 259.468
850, 5.21564, 260.541, 259.12
860, 4.46644, 260.459, 259.612
870, 5.01578, 260.423, 258.944
880, 4.9305, 260.461, 258.803
890, 5.13259, 260.221, 258.927
900, 4.49421, 260.052, 259.027
910, 5.0176, 260.035, 258.828
920, 4.69461, 260.091, 259.042
930, 5.01483, 260.091, 258.958
940, 4.6468, 260.179, 259.571
950, 4.85067, 260.261, 259.157
960, 4.8731, 260.367, 259.138
970, 4.79866, 260.533, 259.358
980, 4.93065, 260.46, 259.294
990, 4.71576, 260.374, 259.178
