update, shannon_diversity, max_fitness, avg_fitness, non_inf
0, 5.23573, 214.394, 209.608, 0.977679
10, 5.46556, 222.785, 221.833, 0.995726
20, 5.52066, 231.158, 229.891, 0.994519
30, 5.34118, 238.027, 236.93, 0.995388
40, 5.04164, 244.379, 243.255, 0.995397
50, 5.30077, 248.975, 248.198, 0.99688
60, 4.94059, 252.394, 251.729, 0.997365
70, 5.1096, 256.02, 254.785, 0.995175
80, 5.22755, 259.483, 258.199, 0.99505
90, 5.26865, 261.95, 261.12, 0.99683
100, 4.76425, 263.186, 262.625, 0.997872
110, 5.0675, 264.451, 263.894, 0.997895
120, 5.43278, 265.162, 264.412, 0.99717
130, 4.33351, 266.771, 266.107, 0.997511
140, 4.03667, 267.576, 267.081, 0.998149
150, 5.22108, 268.116, 267.625, 0.998169
160, 4.58918, 268.588, 268.065, 0.998051
170, 4.28321, 269.045, 268.554, 0.998176
180, 5.35322, 269.569, 268.97, 0.997776
190, 4.62469, 269.77, 269.313, 0.998307
200, 4.73244, 269.962, 269.489, 0.99825
210, 4.30001, 270.201, 269.762, 0.998376
220, 4.96086, 270.346, 269.829, 0.998086
230, 4.33363, 270.387, 269.965, 0.998438
240, 4.52625, 270.471, 269.966, 0.998131
250, 4.34743, 270.487, 270.052, 0.998389
260, 4.4978, 270.551, 270.14, 0.998481
270, 3.51818, 270.589, 270.217, 0.998623
280, 4.348, 270.595, 270.212, 0.998586
290, 4.08068, 270.595, 270.129, 0.998277
300, 3.97471, 270.595, 270.195, 0.998523
310, 4.75808, 270.604, 270.239, 0.998648
320, 3.79603, 270.595, 270.225, 0.998634
330, 4.04391, 270.595, 270.177, 0.998456
340, 4.715, 270.606, 270.198, 0.99849
350, 3.26666, 270.606, 270.243, 0.998658
360, 3.6291, 270.606, 270.144, 0.998292
370, 3.888, 270.606, 270.222, 0.998579
380, 4.38455, 270.606, 270.169, 0.998382
390, 4.11846, 270.606, 270.218, 0.998564
400, 3.357, 270.606, 270.259, 0.998717
410, 4.406, 270.61, 270.19, 0.998449
420, 4.65582, 270.61, 270.192, 0.998457
430, 3.41318, 270.61, 270.196, 0.99847
440, 3.59075, 270.61, 270.245, 0.998652
450, 3.90736, 270.61, 270.216, 0.998544
460, 3.92205, 270.61, 270.149, 0.998299
470, 3.82971, 270.61, 270.154, 0.998314
480, 3.68269, 270.61, 270.23, 0.998597
490, 4.16358, 270.61, 270.163, 0.99835
500, 4.3695, 270.61, 270.136, 0.99825
510, 4.59716, 270.61, 270.189, 0.998445
520, 3.35417, 270.61, 270.188, 0.998443
530, 3.60144, 270.61, 270.263, 0.99872
540, 4.30471, 270.61, 270.219, 0.998555
550, 4.02401, 270.61, 270.168, 0.998366
560, 4.61158, 270.61, 270.16, 0.998337
570, 3.58401, 270.61, 270.226, 0.998582
580, 3.62483, 270.61, 270.143, 0.998275
590, 4.44306, 270.61, 270.146, 0.998286
600, 3.76357, 270.61, 270.218, 0.998553
610, 3.62614, 270.61, 270.128, 0.998219
620, 3.78387, 270.61, 270.234, 0.998612
630, 3.76357, 270.61, 270.236, 0.99862
640, 3.55664, 270.61, 270.171, 0.99838
650, 4.0999, 270.61, 270.129, 0.998223
660, 3.50812, 270.61, 270.221, 0.998564
670, 4.10091, 270.61, 270.264, 0.998722
680, 4.19652, 270.6, 270.127, 0.998252
690, 4.81106, 270.6, 270.141, 0.998302
700, 3.17198, 270.582, 270.15, 0.998406
710, 3.29233, 270.582, 270.17, 0.998479
720, 4.83327, 270.6, 270.132, 0.99827
730, 4.2, 270.6, 270.214, 0.998574
740, 2.8358, 270.6, 270.185, 0.998464
750, 3.92306, 270.6, 270.201, 0.998523
760, 4.29109, 270.6, 270.228, 0.998624
770, 3.62474, 270.6, 270.245, 0.998688
780, 3.45012, 270.6, 270.233, 0.998643
790, 3.32941, 270.6, 270.194, 0.998498
800, 3.76632, 270.6, 270.191, 0.998488
810, 4.59015, 270.61, 270.082, 0.99805
820, 3.87023, 270.61, 270.242, 0.99864
830, 4.13692, 270.61, 270.206, 0.998509
840, 4.05493, 270.61, 270.18, 0.998412
850, 4.55482, 270.61, 270.183, 0.998425
860, 4.89849, 270.61, 270.212, 0.99853
870, 4.2258, 270.61, 270.187, 0.998436
880, 3.73217, 270.61, 270.211, 0.998527
890, 3.01177, 270.61, 270.23, 0.998598
900, 3.03932, 270.61, 270.22, 0.998561
910, 4.13872, 270.61, 270.175, 0.998393
920, 4.28769, 270.61, 270.145, 0.998282
930, 3.2784, 270.61, 270.324, 0.998946
940, 3.48271, 270.61, 270.205, 0.998504
950, 3.80148, 270.61, 270.176, 0.998399
960, 3.03554, 270.61, 270.197, 0.998476
970, 3.87973, 270.61, 270.186, 0.998432
980, 3.33995, 270.61, 270.249, 0.998668
990, 3.23024, 270.61, 270.272, 0.998751
