update, shannon_diversity, max_fitness, avg_fitness, non_inf
0, 4.71609, 214.394, 208.639, 0.973159
10, 4.72034, 221.007, 219.293, 0.992245
20, 5.17518, 227.904, 226.007, 0.991674
30, 5.09318, 233.686, 232.121, 0.993304
40, 4.93202, 239.51, 236.406, 0.987038
50, 5.0517, 243.997, 241.555, 0.989994
60, 4.95766, 247.081, 245.373, 0.993088
70, 4.97219, 251.045, 249.251, 0.992852
80, 4.85433, 253.675, 252.463, 0.995223
90, 4.89902, 255.353, 253.315, 0.992017
100, 5.00309, 257.412, 255.44, 0.992339
110, 5.19557, 258.923, 257.202, 0.993355
120, 4.85284, 259.738, 258.693, 0.995977
130, 5.30233, 261.309, 259.747, 0.994025
140, 4.7854, 262.861, 261.211, 0.993725
150, 5.05155, 264.397, 262.542, 0.992984
160, 4.45636, 264.841, 263.446, 0.994732
170, 5.07778, 265.954, 264.101, 0.993033
180, 4.83374, 266.287, 265.487, 0.996993
190, 4.90806, 266.536, 265.544, 0.996278
200, 4.90256, 266.85, 265.437, 0.994703
210, 4.93866, 267.124, 266.14, 0.996315
220, 4.5374, 267.429, 266.603, 0.99691
230, 5.07276, 267.862, 266.79, 0.996
240, 4.89712, 267.983, 267.054, 0.996533
250, 4.94794, 268.143, 266.909, 0.995398
260, 4.73334, 268.146, 267.003, 0.995738
270, 5.13577, 268.577, 267.422, 0.995701
280, 4.80747, 268.917, 267.617, 0.995166
290, 4.43465, 269.085, 267.896, 0.995578
300, 5.20067, 269.161, 267.715, 0.994628
310, 4.90413, 269.142, 268.039, 0.995904
320, 4.86731, 269.327, 268.128, 0.995551
330, 4.04278, 269.506, 268.209, 0.99519
340, 4.61727, 269.507, 268.613, 0.99668
350, 4.87089, 269.656, 268.374, 0.995243
360, 4.6761, 269.746, 268.139, 0.994041
370, 4.75587, 269.865, 268.828, 0.996159
380, 4.75592, 269.539, 268.432, 0.995891
390, 5.03879, 269.757, 268.761, 0.996308
400, 4.99132, 269.858, 269.069, 0.997076
410, 4.94895, 269.782, 268.048, 0.993573
420, 4.82719, 269.883, 268.108, 0.993424
430, 4.43934, 269.895, 269.178, 0.997341
440, 4.74874, 269.936, 268.791, 0.99576
450, 4.99886, 270.009, 268.635, 0.994911
460, 5.05453, 269.916, 268.746, 0.995666
470, 4.90796, 269.72, 268.627, 0.995945
480, 5.05422, 269.308, 268.032, 0.99526
490, 4.78378, 269.405, 267.74, 0.993817
500, 5.03495, 269.426, 268.048, 0.994887
510, 4.91861, 269.386, 268.117, 0.99529
520, 4.27728, 269.44, 268.553, 0.996705
530, 4.74111, 269.644, 268.695, 0.996481
540, 4.56466, 269.581, 268.332, 0.995366
550, 4.69476, 269.589, 268.712, 0.996745
560, 5.20847, 269.592, 268.112, 0.994508
570, 4.7786, 269.439, 268.529, 0.996624
580, 4.52057, 269.418, 268.414, 0.996274
590, 4.62446, 269.548, 268.649, 0.996666
600, 5.13801, 269.391, 268.421, 0.996402
610, 4.6313, 269.17, 268.153, 0.996221
620, 4.86812, 269.265, 268.223, 0.996133
630, 4.56986, 269.025, 267.967, 0.996067
640, 4.90809, 269.15, 267.776, 0.994898
650, 4.58026, 269.163, 268.172, 0.996318
660, 4.89269, 269.244, 268.064, 0.995619
670, 4.87237, 269.169, 268.432, 0.997259
680, 4.70698, 269.226, 268.029, 0.995554
690, 5.01882, 269.313, 267.932, 0.994872
700, 4.75172, 269.198, 268.005, 0.995568
710, 5.12314, 269.325, 267.8, 0.994339
720, 5.04616, 269.422, 268.329, 0.99594
730, 4.60215, 269.345, 268.42, 0.996567
740, 4.8487, 269.568, 268.396, 0.995654
750, 4.48771, 269.393, 268.414, 0.996366
760, 4.80505, 269.558, 268.254, 0.995162
770, 4.76187, 269.577, 268.577, 0.996292
780, 4.86963, 269.533, 268.673, 0.996812
790, 4.99937, 269.709, 268.452, 0.995338
800, 4.66321, 269.689, 268.494, 0.995568
810, 4.68208, 269.413, 268.496, 0.996597
820, 5.00589, 269.695, 267.799, 0.99297
830, 5.06595, 269.34, 267.997, 0.995011
840, 4.91253, 269.412, 268.521, 0.996692
850, 5.23737, 269.602, 268.181, 0.994728
860, 5.14624, 269.559, 268.242, 0.995113
870, 4.71428, 269.384, 268.598, 0.997081
880, 4.71211, 269.297, 268.443, 0.99683
890, 4.23597, 269.542, 268.249, 0.995204
900, 4.45288, 269.359, 268.156, 0.995535
910, 4.85095, 269.589, 268.368, 0.995472
920, 4.65009, 269.577, 268.697, 0.996737
930, 4.87833, 269.472, 268.441, 0.996175
940, 4.56964, 269.567, 268.154, 0.994757
950, 4.91564, 269.218, 268.091, 0.995813
960, 4.71175, 269.244, 268.368, 0.996746
970, 4.78871, 269.383, 268.525, 0.996815
980, 4.26564, 269.428, 267.907, 0.994354
990, 4.56469, 269.337, 268.384, 0.996462
