update, shannon_diversity, max_fitness, avg_fitness
0, 4.56733, 207.588, 203.119
10, 4.9415, 214.918, 213.269
20, 5.0314, 222.686, 219.905
30, 5.26768, 229.357, 227.168
40, 4.93197, 233.415, 231.899
50, 4.83892, 236.979, 235.45
60, 4.96368, 240.435, 238.918
70, 5.06414, 241.876, 240.695
80, 4.86913, 244.652, 242.863
90, 5.03627, 247.857, 246.077
100, 4.93795, 249.637, 248.201
110, 4.97724, 251.481, 249.756
120, 4.76842, 253.107, 250.421
130, 4.96333, 254.853, 253.59
140, 4.51271, 255.732, 254.832
150, 5.16557, 256.883, 255.421
160, 4.90092, 258.133, 256.912
170, 4.82995, 258.846, 257.661
180, 4.57078, 259.189, 257.939
190, 5.15553, 260.028, 258.375
200, 5.00563, 260.403, 258.98
210, 4.74881, 260.769, 260.09
220, 4.82358, 260.972, 259.817
230, 4.60476, 260.943, 260.044
240, 5.13805, 261.233, 259.896
250, 4.7672, 261.625, 260.642
260, 4.74805, 261.619, 260.713
270, 4.98472, 261.82, 260.389
280, 4.76641, 261.913, 260.679
290, 4.88555, 262.129, 260.896
300, 5.05802, 262.117, 260.864
310, 4.51966, 262.063, 260.819
320, 4.91279, 262.233, 260.734
330, 4.98854, 262.142, 260.943
340, 5.21573, 262.149, 260.564
350, 4.902, 262.183, 261.05
360, 4.83902, 262.147, 261.203
370, 5.11487, 262.31, 261.259
380, 4.79596, 262.537, 261.047
390, 5.11941, 262.611, 261.49
400, 4.46842, 262.556, 261.436
410, 4.77173, 262.644, 261.663
420, 4.56268, 262.596, 261.186
430, 4.85926, 262.786, 261.307
440, 5.06054, 263.147, 261.878
450, 4.73376, 263.245, 262.245
460, 4.45769, 263.162, 262.445
470, 4.45866, 263.111, 262.444
480, 4.51496, 263.195, 262.469
490, 4.80319, 263.324, 262.026
500, 4.84814, 263.27, 261.194
510, 4.52159, 263.189, 262.407
520, 4.99086, 263.27, 261.48
530, 5.04009, 263.209, 262.133
540, 4.91437, 263.139, 261.956
550, 5.04962, 263.312, 261.891
560, 4.86321, 263.44, 262.368
570, 4.34712, 263.519, 262.637
580, 4.9677, 263.544, 262.32
590, 5.01659, 263.477, 262.342
600, 5.03982, 263.572, 262.183
610, 4.24392, 263.615, 262.705
620, 4.96205, 263.405, 262.059
630, 4.56989, 263.368, 262.272
640, 4.80259, 263.334, 262.409
650, 4.92116, 263.304, 262.201
660, 5.0064, 263.229, 262.053
670, 4.89071, 263.186, 262.293
680, 4.99782, 263.026, 261.859
690, 5.01863, 263.173, 261.93
700, 4.94252, 263.219, 262.233
710, 4.97439, 263.202, 262.469
720, 4.9406, 262.997, 261.726
730, 4.68816, 263.069, 261.98
740, 4.74931, 263.179, 261.857
750, 4.84505, 263.258, 262.232
760, 5.00706, 263.331, 261.742
770, 4.86364, 263.376, 262.362
780, 4.43955, 263.271, 262.654
790, 4.52477, 263.098, 262.144
800, 5.11537, 263.135, 262.052
810, 4.74588, 263.126, 262.026
820, 4.94902, 263.058, 261.965
830, 4.61619, 263.2, 262.574
840, 4.9015, 263.168, 262.249
850, 4.88635, 263.32, 262.332
860, 4.86453, 263.208, 262.243
870, 4.85034, 263.15, 262.122
880, 4.96398, 263.243, 261.727
890, 5.03107, 263.269, 262.241
900, 5.08625, 263.322, 261.979
910, 4.7876, 263.148, 262.345
920, 4.73075, 263.038, 262.084
930, 4.83989, 262.982, 261.659
940, 4.69963, 262.942, 262.242
950, 4.73567, 262.918, 261.548
960, 4.8292, 262.873, 261.568
970, 4.18626, 263.033, 262.196
980, 4.92233, 263.267, 262.066
990, 4.66563, 263.42, 262.433
