update, shannon_diversity, max_fitness, avg_fitness
0, 5.3289, 209.51, 204.421
10, 5.3749, 218.176, 217.06
20, 5.00583, 225.585, 224.848
30, 5.1353, 232.501, 231.686
40, 5.19749, 239.044, 237.948
50, 5.48941, 244.622, 243.463
60, 4.96574, 248.586, 247.825
70, 5.20245, 251.459, 250.782
80, 5.36646, 254.439, 253.405
90, 4.79811, 256.625, 255.94
100, 4.73111, 258.631, 258.002
110, 4.96144, 259.877, 259.317
120, 5.41187, 261.301, 260.718
130, 5.03306, 262.268, 261.449
140, 4.26947, 262.56, 262.166
150, 4.62973, 263.092, 262.594
160, 4.81531, 263.751, 263.156
170, 4.55584, 264.648, 263.992
180, 4.95954, 265.003, 264.419
190, 5.34378, 265.23, 264.704
200, 4.66925, 265.335, 264.892
210, 4.76871, 265.573, 265.086
220, 4.38218, 265.687, 265.136
230, 4.55768, 265.827, 265.33
240, 4.92891, 265.886, 265.455
250, 3.56138, 265.942, 265.558
260, 3.66229, 265.997, 265.535
270, 4.92159, 266.041, 265.571
280, 4.43869, 266.041, 265.623
290, 3.86514, 266.044, 265.615
300, 3.64291, 266.044, 265.658
310, 3.6874, 266.044, 265.631
320, 4.60202, 266.044, 265.613
330, 3.67532, 266.075, 265.648
340, 4.46181, 266.075, 265.715
350, 4.40189, 266.075, 265.721
360, 4.5653, 266.075, 265.699
370, 3.79343, 266.075, 265.72
380, 4.20003, 266.075, 265.691
390, 4.34695, 266.075, 265.616
400, 3.66391, 266.075, 265.663
410, 4.39928, 266.075, 265.59
420, 3.61402, 266.075, 265.701
430, 4.16765, 266.075, 265.642
440, 3.09635, 266.075, 265.754
450, 4.0071, 266.075, 265.696
460, 4.70168, 266.075, 265.603
470, 3.16664, 266.075, 265.76
480, 3.46577, 266.075, 265.759
490, 3.20595, 266.075, 265.654
500, 3.20219, 266.075, 265.7
510, 3.50148, 266.075, 265.715
520, 3.87268, 266.075, 265.663
530, 4.17337, 266.075, 265.738
540, 3.51063, 266.075, 265.681
550, 4.18317, 266.075, 265.742
560, 3.6591, 266.075, 265.717
570, 3.9496, 266.075, 265.703
580, 4.05592, 266.075, 265.68
590, 4.19855, 266.075, 265.606
600, 3.61237, 266.075, 265.717
610, 4.15043, 266.075, 265.65
620, 4.8623, 266.075, 265.632
630, 3.68205, 266.075, 265.674
640, 3.68134, 266.075, 265.709
650, 4.24343, 266.075, 265.649
660, 3.58136, 266.075, 265.665
670, 4.10634, 266.075, 265.644
680, 4.1837, 266.075, 265.622
690, 4.3009, 266.075, 265.606
700, 3.48389, 266.075, 265.603
710, 4.21639, 266.075, 265.694
720, 4.62574, 266.075, 265.713
730, 4.06883, 266.075, 265.579
740, 3.68506, 266.075, 265.701
750, 3.49113, 266.075, 265.66
760, 3.33421, 266.075, 265.71
770, 3.52351, 266.075, 265.764
780, 4.00418, 266.075, 265.657
790, 3.59015, 266.075, 265.61
800, 3.418, 266.075, 265.677
810, 3.18604, 266.075, 265.679
820, 3.92782, 266.075, 265.715
830, 3.51926, 266.075, 265.658
840, 3.82404, 266.075, 265.634
850, 3.66665, 266.075, 265.653
860, 3.24848, 266.075, 265.686
870, 3.71765, 266.075, 265.643
880, 3.12007, 266.075, 265.72
890, 3.38012, 266.075, 265.644
900, 4.68406, 266.075, 265.676
910, 3.65055, 266.075, 265.653
920, 4.72902, 266.075, 265.59
930, 3.62909, 266.075, 265.694
940, 4.15998, 266.075, 265.562
950, 3.73526, 266.075, 265.674
960, 3.28666, 266.075, 265.676
970, 4.17548, 266.075, 265.719
980, 4.30853, 266.075, 265.647
990, 3.56291, 266.075, 265.651
