update, shannon_diversity, max_fitness, avg_fitness
0, 5.3248, 212.675, 203.011
10, 5.35508, 232.116, 229.354
20, 4.97487, 242.594, 240.437
30, 5.26427, 252.575, 250.885
40, 5.19601, 258.974, 257
50, 4.90035, 265.279, 263.972
60, 4.95004, 269.965, 267.926
70, 5.31281, 272.757, 271.156
80, 5.15503, 276.061, 273.911
90, 4.49021, 278.486, 276.816
100, 4.87139, 279.88, 278.571
110, 4.70138, 281.232, 279.731
120, 5.17504, 282.526, 280.843
130, 4.00724, 283.464, 281.954
140, 5.18987, 284.638, 283.353
150, 4.30819, 286.462, 284.93
160, 4.11389, 287.439, 285.954
170, 3.94711, 289.076, 287.427
180, 4.59798, 289.465, 288.24
190, 4.79981, 289.858, 288.496
200, 4.39851, 290.165, 288.467
210, 4.61725, 290.131, 288.717
220, 5.15389, 290.345, 288.619
230, 4.09849, 290.833, 289.576
240, 4.58535, 290.833, 289.577
250, 4.37984, 290.986, 289.875
260, 4.0349, 291.145, 289.773
270, 4.84647, 291.192, 289.755
280, 4.02383, 291.145, 289.928
290, 4.93589, 291.145, 290.012
300, 3.41679, 291.145, 289.971
310, 4.14442, 291.838, 290.442
320, 3.70743, 291.886, 290.637
330, 4.29533, 291.886, 290.477
340, 4.55001, 291.886, 290.677
350, 4.01399, 291.944, 290.93
360, 4.45122, 291.939, 290.607
370, 3.82584, 291.939, 290.539
380, 3.97262, 291.939, 290.529
390, 3.67664, 291.939, 290.626
400, 3.46144, 291.978, 290.748
410, 3.72051, 291.978, 290.926
420, 3.02094, 291.978, 290.864
430, 4.19, 291.978, 290.621
440, 3.96649, 291.978, 290.748
450, 3.91886, 291.978, 290.648
460, 4.09393, 291.978, 290.686
470, 3.4775, 291.978, 290.566
480, 3.04203, 291.978, 290.832
490, 3.11604, 291.978, 290.73
500, 3.50262, 291.978, 290.885
510, 4.16263, 291.978, 290.543
520, 2.81438, 291.978, 290.696
530, 3.73552, 291.978, 290.597
540, 3.53037, 291.978, 290.787
550, 4.41731, 291.978, 290.482
560, 3.43595, 291.978, 290.577
570, 3.11227, 291.978, 290.966
580, 3.38932, 291.978, 290.798
590, 3.76069, 291.978, 290.904
600, 4.89727, 291.978, 290.496
610, 3.50301, 291.978, 290.786
620, 3.49104, 291.978, 290.765
630, 4.30471, 291.99, 290.588
640, 4.3398, 291.99, 290.802
650, 3.81709, 291.99, 290.831
660, 4.75845, 292.057, 290.755
670, 4.50982, 292.057, 290.71
680, 3.60653, 292.057, 290.79
690, 3.55086, 292.057, 290.824
700, 4.24122, 292.259, 291.089
710, 3.23239, 292.259, 291.23
720, 4.22943, 292.345, 291.109
730, 3.79819, 292.259, 290.757
740, 4.57478, 292.259, 290.878
750, 3.81051, 292.259, 291.076
760, 3.63486, 292.259, 290.884
770, 3.93589, 292.259, 290.821
780, 3.86836, 292.259, 290.936
790, 3.91533, 292.259, 290.875
800, 4.44726, 292.259, 290.888
810, 4.27804, 292.259, 291.044
820, 4.1043, 292.867, 291.547
830, 4.62721, 292.992, 291.466
840, 4.66903, 292.867, 291.399
850, 4.65625, 293.296, 291.789
860, 3.39918, 293.296, 292.224
870, 4.26727, 293.296, 291.883
880, 4.31296, 293.296, 292.003
890, 3.67743, 293.296, 292.026
900, 3.9843, 293.296, 292.037
910, 4.40635, 293.296, 292.078
920, 2.82323, 293.296, 292.198
930, 4.1995, 293.296, 292.025
940, 4.82588, 293.296, 291.895
950, 3.82052, 293.296, 292.087
960, 3.50532, 293.296, 292.008
970, 4.11383, 293.296, 291.929
980, 3.24218, 293.296, 291.923
