update, shannon_diversity, max_fitness, avg_fitness
0, 4.48519, 212.675, 202.281
10, 4.70893, 225.23, 221.478
20, 4.9727, 232.717, 229.919
30, 4.85099, 240.921, 237.181
40, 5.0069, 248.836, 244.493
50, 4.82514, 254.522, 251.019
60, 4.8237, 257.111, 253.928
70, 4.94382, 259.706, 256.372
80, 5.03234, 265.767, 260.399
90, 4.79672, 267.191, 264.031
100, 5.04637, 269.771, 266.019
110, 5.07288, 270.171, 266.687
120, 4.79436, 273.249, 268.904
130, 4.65266, 273.254, 269.805
140, 5.03029, 275.071, 271.258
150, 4.97053, 275.925, 272.923
160, 5.04844, 276.164, 272.621
170, 5.06412, 276.871, 273.371
180, 5.01477, 278.452, 274.752
190, 4.94356, 278.897, 276.621
200, 5.15088, 280.114, 276.97
210, 5.32183, 280.13, 276.928
220, 4.54041, 281.35, 278.704
230, 4.56331, 282.031, 278.276
240, 5.02793, 281.568, 277.618
250, 4.99749, 281.528, 279.122
260, 5.13009, 282.345, 279.154
270, 4.69789, 282.466, 280.077
280, 4.97465, 283.424, 277.931
290, 4.76624, 283.295, 279.932
300, 4.74094, 284.912, 280.699
310, 5.04524, 284.081, 280.724
320, 4.87869, 284.82, 282.071
330, 4.82159, 284.154, 280.599
340, 4.66845, 283.895, 280.19
350, 5.13462, 283.456, 278.043
360, 5.00121, 284.149, 280.536
370, 5.02484, 282.798, 278.658
380, 4.71648, 283.236, 280.303
390, 4.56745, 283.762, 280.892
400, 4.36039, 284.447, 281.882
410, 4.60985, 284.046, 281.49
420, 4.99344, 284.535, 280.628
430, 4.99101, 285.832, 279.434
440, 4.92677, 285.849, 280.963
450, 4.8061, 286.67, 281.787
460, 4.59654, 286.913, 282.7
470, 4.88705, 285.805, 282.66
480, 4.82986, 286.041, 281.608
490, 5.01683, 285.68, 282.404
500, 5.004, 285.821, 282.178
510, 4.96668, 286.443, 282.54
520, 4.94728, 286.106, 281.404
530, 4.61064, 286.48, 282.511
540, 5.10883, 287.147, 282.336
550, 5.03039, 285.668, 282.345
560, 5.10231, 287.987, 282.725
570, 4.60656, 288.44, 284.395
580, 4.59538, 288.635, 285.44
590, 4.87483, 289.429, 285.851
600, 4.80743, 289.686, 285.074
610, 4.26435, 289.394, 285.404
620, 4.94923, 289.202, 286.406
630, 4.09756, 288.694, 285.95
640, 4.33141, 289.698, 286.166
650, 4.21271, 289.687, 286.669
660, 4.77425, 290.067, 286.677
670, 4.65886, 290.238, 286.825
680, 4.8725, 291.008, 286.503
690, 4.79817, 290.54, 287.224
700, 4.87643, 291.106, 287.538
710, 4.88807, 290.267, 287.273
720, 4.77691, 289.948, 286.612
730, 4.66825, 289.93, 286.055
740, 4.97841, 290.555, 285.961
750, 4.7344, 289.957, 286.34
760, 4.68249, 290.014, 286.915
770, 4.88759, 289.68, 285.566
780, 5.12369, 290.234, 286.633
790, 4.85199, 289.49, 285.202
800, 5.227, 289.804, 285.969
810, 4.3256, 289.341, 286.504
820, 4.72392, 289.711, 286.104
830, 4.75588, 289.318, 286.208
840, 4.39299, 289.512, 286.665
850, 4.71741, 291.006, 287.369
860, 4.2519, 291.006, 287.161
870, 4.48967, 291.735, 288.088
880, 4.9796, 291.125, 287.003
890, 5.09402, 291.302, 286.196
900, 5.13243, 291.303, 287.7
910, 4.83234, 290.277, 286.701
920, 4.62373, 290.27, 286.795
930, 5.10168, 289.857, 285.124
940, 4.71446, 288.87, 286.04
950, 4.68663, 288.852, 284.259
960, 4.43179, 288.84, 285.357
970, 4.75334, 289.856, 285.709
980, 4.75471, 289.91, 286.644
990, 4.71947, 290.241, 286.578
1000, 4.60831, 289.606, 286.55
1010, 4.42102, 289.456, 286.408
1020, 4.75361, 289.687, 285.621
1030, 4.44602, 289.349, 287.041
1040, 4.55293, 289.249, 284.327
