update, shannon_diversity, max_fitness, avg_fitness
0, 4.60108, 210.296, 201.384
10, 5.11629, 220.849, 216.915
20, 5.32556, 231.32, 226.329
30, 4.67127, 238.573, 236.032
40, 4.71785, 245.706, 243.231
50, 5.38533, 251.016, 246.05
60, 4.88863, 253.262, 251.128
70, 5.03483, 255.467, 251.937
80, 4.76679, 256.98, 254.152
90, 5.04537, 260.843, 256.889
100, 5.10935, 263.433, 259.493
110, 4.7117, 267.38, 263.059
120, 4.80015, 268.383, 265.923
130, 4.93578, 269.104, 265.111
140, 4.9959, 269.506, 266.95
150, 4.82638, 270.364, 267.642
160, 4.24372, 270.908, 267.81
170, 4.82824, 272.062, 269.177
180, 5.18847, 273.041, 268.699
190, 4.79838, 273.636, 270.472
200, 4.69495, 276.283, 271.759
210, 4.71049, 275.644, 272.975
220, 5.00208, 276.986, 273.219
230, 4.60254, 277.6, 274.687
240, 4.46977, 278.56, 275.791
250, 4.95636, 279.139, 276.219
260, 5.25534, 279.087, 274.811
270, 4.70857, 280.443, 277.629
280, 4.82505, 280.79, 277.319
290, 5.0974, 281.602, 277.693
300, 4.67725, 281.926, 277.627
310, 4.87944, 282.391, 278.524
320, 4.9425, 283.355, 279.939
330, 4.38132, 284.01, 281.007
340, 4.98121, 284.983, 281.823
350, 4.55375, 283.669, 280.868
360, 5.13922, 284.676, 281.521
370, 5.00505, 284.73, 281.529
380, 5.01436, 285.643, 281.634
390, 4.7341, 285.643, 282.324
400, 4.57176, 286.995, 284.485
410, 4.50392, 287.089, 284.465
420, 4.8028, 287.156, 283.237
430, 4.56811, 287.586, 284.958
440, 4.87507, 287.238, 284.064
450, 4.78116, 287.238, 283.414
460, 4.5076, 287.005, 283.013
470, 5.00002, 286.81, 283.3
480, 4.99905, 287.386, 284.403
490, 5.05114, 287.455, 282.524
500, 4.97119, 287.781, 283.696
510, 4.26845, 287.525, 284.505
520, 5.01573, 287.336, 283.073
530, 5.06187, 289.387, 285.566
540, 4.74361, 289.222, 285.011
550, 4.85397, 289.395, 284.693
560, 5.02848, 287.894, 283.615
570, 4.25273, 288.167, 284.656
580, 4.58657, 288.574, 283.854
590, 4.77921, 288.366, 284.902
600, 5.03364, 288.068, 284.338
610, 4.76454, 288.197, 285.256
620, 4.97402, 289.062, 285.146
630, 4.69927, 288.511, 284.002
640, 4.60436, 288.939, 285.316
650, 4.87661, 288.657, 284.459
660, 5.20273, 288.835, 285.023
670, 4.52021, 289.013, 285.658
680, 5.18066, 289.009, 285.258
690, 4.85708, 289.226, 284.902
700, 4.87515, 288.585, 283.501
710, 4.87179, 288.625, 283.897
720, 4.80637, 288.46, 284.549
730, 5.03257, 289.468, 283.934
740, 4.88885, 289.536, 286.63
750, 5.06787, 289.282, 285.343
760, 5.09908, 288.418, 284.663
770, 4.88535, 289.421, 285.818
780, 4.7796, 289.145, 285.741
790, 4.66518, 289.463, 287.092
800, 4.78992, 290.312, 286.795
810, 4.75666, 289.88, 286.306
820, 4.46992, 290.22, 287.113
830, 4.76337, 292.266, 287.84
840, 4.89954, 291.875, 288.748
850, 5.19476, 291.909, 287.612
860, 4.95473, 291.225, 288.898
870, 4.7394, 289.96, 287.2
