Header...
0.414697, 0.696612, 0.746444, 0.854069, 0.817321, 0.542689, 0.563679, 0.655217, 0.718809, 0.652603, 0.497351, 0.891421, 0.722875, 0.817942, 0.843562, 0.114153, 0.198013, 0.68445, 0.657697, 0.366944, 0.411377, 0.948497, 0.168537, 0.417365, 0.695676, 0.49495, 0.330822, 0.918149, 0.174597, 0.839088, 0.516535, 0.378083, 0.8913, 0.55143, 0.577581, 0.709247, 0.720211, 0.625467, 0.930891, 0.623374, 0.438274, 0.112656, 0.57112, 0.335024, 0.693017, 0.770774, 0.806167, 0.526396, 0.969463, 4.1843e-05
0.499631, 0.807914, 0.908897, 0.0156269, 0.146104, 0.542689, 0.563679, 0.655217, 0.718809, 0.652603, 0.503523, 0.469804, 0.809652, 0.804293, 0.00813244, 0.586796, 0.999444, 0.68445, 0.901966, 0.536565, 0.404433, 0.814797, 0.151679, 0.959285, 0.695676, 0.49495, 0.330822, 0.918149, 0.283052, 0.286094, 0.983963, 0.966976, 0.929937, 0.294022, 0.392373, 0.393257, 0.941993, 0.41671, 0.936435, 0.552958, 0.45046, 0.950844, 0.513434, 0.25555, 0.1281, 0.991515, 0.347421, 0.525631, 0.922543, 0.344072
0.990871, 0.696612, 0.746444, 0.854069, 0.40766, 0.114178, 0.0685062, 0.907705, 0.713013, 0.615214, 0.675695, 0.289367, 0.628209, 0.258584, 0.83611, 0.431088, 0.896993, 0.277059, 0.121144, 0.685534, 0.08664, 0.948497, 0.168537, 0.811095, 0.694662, 0.929014, 0.935207, 0.189667, 0.238917, 0.516089, 0.242754, 0.698301, 0.935631, 0.914885, 0.848654, 0.078481, 0.941993, 0.41671, 0.936435, 0.553617, 0.693716, 0.112656, 0.57112, 0.335024, 0.693017, 0.770774, 0.988555, 0.579675, 0.286821, 0.0426731
0.990871, 0.696612, 0.746444, 0.854069, 0.40766, 0.114178, 0.0685062, 0.907705, 0.713013, 0.615214, 0.675695, 0.289367, 0.628209, 0.258584, 0.83611, 0.431088, 0.896993, 0.277059, 0.252278, 0.24863, 0.916778, 0.814797, 0.151679, 0.00535299, 0.694662, 0.929014, 0.935207, 0.189667, 0.238917, 0.516089, 0.242754, 0.698301, 0.935631, 0.914885, 0.848654, 0.078481, 0.941993, 0.41671, 0.936435, 0.552958, 0.45046, 0.950844, 0.0716241, 0.335024, 0.693017, 0.770774, 0.988555, 0.579675, 0.286821, 0.0426731
0.990871, 0.696612, 0.746444, 0.854069, 0.40766, 0.114178, 0.0685062, 0.907705, 0.713013, 0.615214, 0.675695, 0.289367, 0.628209, 0.258584, 0.83611, 0.431088, 0.896993, 0.277059, 0.121144, 0.685534, 0.08664, 0.948497, 0.168537, 0.811095, 0.694662, 0.929014, 0.935207, 0.189667, 0.238917, 0.516089, 0.242754, 0.698301, 0.935631, 0.914885, 0.848654, 0.078481, 0.941993, 0.151744, 0.930891, 0.623374, 0.438274, 0.112656, 0.57112, 0.335024, 0.693017, 0.770774, 0.988555, 0.579675, 0.286821, 0.0426731
0.543094, 0.0864485, 0.23927, 0.651895, 0.0542956, 0.811643, 0.523807, 0.655217, 0.718809, 0.652603, 0.503523, 0.469804, 0.809652, 0.804293, 0.00813244, 0.586796, 0.999444, 0.68445, 0.901966, 0.536565, 0.636299, 0.281419, 0.168537, 0.417365, 0.145805, 0.621722, 0.139572, 0.178217, 0.630864, 0.171761, 0.983963, 0.966976, 0.929007, 0.149401, 0.435694, 0.0749964, 0.455606, 0.334304, 0.952234, 0.0584928, 0.400182, 0.118055, 0.513434, 0.25555, 0.1281, 0.991515, 0.84241, 0.50586, 0.555093, 0.966637
0.414697, 0.696612, 0.746444, 0.854069, 0.817321, 0.542689, 0.563679, 0.655217, 0.718809, 0.652603, 0.497351, 0.891421, 0.722875, 0.817942, 0.843562, 0.114153, 0.198013, 0.68445, 0.657697, 0.366944, 0.411377, 0.948497, 0.168537, 0.417365, 0.695676, 0.49495, 0.330822, 0.918149, 0.174597, 0.839088, 0.516535, 0.378083, 0.8913, 0.55143, 0.577581, 0.709247, 0.720211, 0.625467, 0.930891, 0.623374, 0.438274, 0.112656, 0.57112, 0.335024, 0.693017, 0.770774, 0.806167, 0.526396, 0.969463, 4.1843e-05
0.543094, 0.0864485, 0.23927, 0.651895, 0.0542956, 0.811643, 0.523807, 0.655217, 0.718809, 0.652603, 0.503523, 0.469804, 0.809652, 0.804293, 0.00813244, 0.586796, 0.999444, 0.68445, 0.901966, 0.536565, 0.636299, 0.281419, 0.168537, 0.417365, 0.145805, 0.621722, 0.139572, 0.178217, 0.630864, 0.171761, 0.983963, 0.966976, 0.929007, 0.149401, 0.435694, 0.0749964, 0.455606, 0.334304, 0.952234, 0.0584928, 0.400182, 0.118055, 0.513434, 0.25555, 0.1281, 0.991515, 0.84241, 0.50586, 0.555093, 0.966637
0.499631, 0.807914, 0.698479, 0.194323, 0.921442, 0.699361, 0.563679, 0.655217, 0.718809, 0.652603, 0.503523, 0.469804, 0.809652, 0.804293, 0.897155, 0.468384, 0.676709, 0.665191, 0.901966, 0.536565, 0.404433, 0.814797, 0.151679, 0.959285, 0.695676, 0.49495, 0.330822, 0.918149, 0.283052, 0.286094, 0.983963, 0.966976, 0.929937, 0.294022, 0.392373, 0.393257, 0.941993, 0.151744, 0.930891, 0.761105, 0.723439, 0.950844, 0.513434, 0.25555, 0.1281, 0.991515, 0.347421, 0.525631, 0.922543, 0.344072
0.990871, 0.696612, 0.746444, 0.854069, 0.40766, 0.114178, 0.0685062, 0.907705, 0.713013, 0.615214, 0.675695, 0.289367, 0.628209, 0.258584, 0.83611, 0.431088, 0.896993, 0.277059, 0.121144, 0.685534, 0.08664, 0.948497, 0.168537, 0.811095, 0.694662, 0.929014, 0.935207, 0.189667, 0.238917, 0.516089, 0.242754, 0.698301, 0.00682402, 0.764985, 0.392373, 0.393257, 0.941993, 0.151744, 0.930891, 0.623374, 0.438274, 0.112656, 0.57112, 0.335024, 0.693017, 0.473026, 0.125842, 0.309613, 0.886906, 0.0426731
