10,96
20,88
30,75
40,100
50,100
60,98
70,100
80,100
90,100
100,100

10,80
20,100
30,75
40,100
50,97
60,95
70,100
80,100
90,96
100,100

10,90
20,100
30,97
40,94
50,93
60,100
70,97
80,94
90,75
100,56

10,61
20,77
30,100
40,100
50,100
60,100
70,100
80,100
90,100
100,100

10,98
20,95
30,97
40,100
50,100
60,100
70,100
80,100
90,100
100,100

10,90
20,88
30,75
40,100
50,97
60,100
70,100
80,98
90,100
100,100

10,80
20,95
30,95
40,90
50,100
60,100
70,100
80,94
90,96
100,100

10,96
20,98
30,98
40,100
50,100
60,100
70,100
80,98
90,100
100,100

10,13
20,62
30,95
40,81
50,97
60,98
70,100
80,100
90,100
100,100

10,90
20,62
30,87
40,100
50,100
60,100
70,100
80,100
90,100
100,100
