update, shannon_diversity, max_fitness, avg_fitness
0, 4.95091, 217.029, 203.856
10, 5.56757, 230.328, 227.68
20, 5.11651, 243.016, 241.046
30, 4.90565, 252.862, 250.267
40, 5.21152, 257.998, 256.549
50, 5.03974, 264.303, 262.33
60, 4.88388, 268.595, 267.055
70, 5.0159, 272.584, 270.993
80, 5.02011, 275.299, 272.963
90, 4.66109, 277.332, 276.164
100, 4.82942, 278.96, 277.704
110, 5.21858, 280.182, 278.672
120, 4.93283, 281.977, 280.704
130, 4.7466, 284.12, 282.576
140, 4.86131, 285.925, 284.396
150, 4.81719, 286.377, 284.939
160, 4.59866, 286.773, 285.518
170, 3.4635, 287.626, 286.224
180, 4.55398, 287.995, 286.534
190, 4.3017, 288.718, 287.636
200, 4.70865, 289.205, 287.936
210, 4.22829, 289.26, 287.85
220, 3.54649, 289.26, 288.214
230, 5.09272, 289.311, 288.144
240, 3.15269, 289.317, 287.929
250, 3.90309, 289.555, 288.205
260, 4.02201, 289.555, 288.25
270, 3.25122, 289.574, 288.53
280, 4.10749, 289.574, 288.537
290, 2.90832, 289.574, 288.461
300, 3.98535, 289.574, 288.338
310, 4.62159, 289.574, 288.302
320, 4.19622, 289.574, 288.262
330, 4.80894, 289.574, 288.391
340, 3.86883, 289.574, 288.339
350, 3.30666, 289.574, 288.21
360, 4.2701, 289.574, 288.061
370, 4.33834, 289.574, 288.353
380, 3.66801, 289.574, 288.238
390, 3.43012, 289.574, 288.431
400, 3.43266, 289.574, 288.18
410, 2.97319, 289.574, 288.559
420, 3.40012, 289.574, 288.222
430, 3.66745, 289.574, 288.491
440, 5.26856, 289.574, 288.213
450, 4.31963, 289.574, 288.167
460, 3.7639, 289.574, 288.69
470, 2.97696, 289.574, 288.401
480, 4.32209, 289.574, 288.241
490, 3.17647, 289.574, 288.586
500, 4.10729, 289.574, 288.246
510, 3.57779, 289.574, 288.363
520, 3.81527, 289.574, 288.345
530, 5.07841, 289.574, 288.181
540, 3.41045, 289.574, 288.405
550, 3.00776, 289.574, 288.602
560, 3.45714, 289.574, 288.48
570, 4.26695, 289.574, 288.055
580, 3.21647, 289.574, 288.294
590, 3.35646, 289.574, 288.265
600, 4.35005, 289.574, 288.605
610, 3.9811, 289.574, 288.426
620, 3.1944, 289.574, 288.573
630, 4.01974, 289.574, 288.373
640, 3.2327, 289.574, 288.538
650, 4.4257, 289.574, 288.293
660, 3.01407, 289.578, 288.451
670, 2.88958, 289.578, 288.388
680, 3.31856, 289.578, 288.352
690, 3.91574, 289.581, 288.119
700, 3.58287, 289.581, 288.517
710, 3.50883, 289.581, 288.532
720, 4.32959, 289.581, 288.176
730, 3.61536, 289.581, 288.445
740, 3.61428, 289.581, 288.426
750, 3.65796, 289.581, 288.311
760, 4.58141, 289.581, 288.445
770, 4.32545, 289.581, 288.486
780, 3.45389, 289.581, 288.465
790, 3.28044, 289.581, 288.215
800, 4.40242, 289.581, 288.064
810, 3.85686, 290.103, 288.683
820, 4.35192, 289.913, 288.697
830, 3.18269, 289.913, 288.642
840, 3.94148, 289.913, 288.898
850, 3.37563, 289.913, 288.626
860, 4.0649, 289.913, 288.636
870, 4.3797, 289.913, 288.817
880, 4.27447, 289.692, 288.326
890, 3.2084, 289.913, 288.716
900, 4.01873, 289.913, 288.64
910, 3.78041, 289.913, 288.753
920, 3.83112, 289.913, 288.627
930, 4.4428, 289.913, 288.747
940, 3.9922, 289.913, 288.686
950, 3.83859, 289.913, 288.833
960, 3.46207, 289.913, 288.877
970, 4.6618, 289.913, 288.552
